"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"5","27","4","10","3","14.8","2.9","2.91","13.113","15.681","0"
"5","27","5","114","34","15.8","2.9","35.286","14.947","166.645","132.95"
"5","27","6","271","71","17.2","2.9","143.372","19.13","671.717","627.628"
"5","27","7","451","106","18.6","3.9","333.578","24.813","1640.648","1572.189"
"5","27","8","635","138","20.1","4.9","586.027","30.943","2877.136","2769.131"
"5","27","9","800","163","21.8","6.9","852.492","35.241","4132.256","3974.419"
"5","27","10","920","180","22.4","7.9","1070.905","38.251","5124.041","4919.922"
"5","27","11","978","188","22.4","8.8","1183.122","38.929","5643.493","5000"
"5","27","12","964","186","22","8.8","1156.011","38.234","5533.188","5000"
"5","27","13","881","174","22.1","8.8","997.944","36.11","4824.244","4634.757"
"5","27","14","741","154","22.2","8.8","753.472","32.673","3691.544","3552.317"
"5","27","15","566","126","22.4","8.8","485.644","28.939","2391.094","2299.764"
"5","27","16","380","93","21.7","7.9","251.615","24.985","1211.333","1154.39"
"5","27","17","207","57","20.7","5.9","92.753","21.557","413.118","374.548"
"5","27","18","63","20","19.2","2.9","16.928","18.217","89.159","56.919"
"5","27","19","0","0","17.7","2","0","17.7","0","0"
"5","27","20","0","0","16.1","2","0","16.1","0","0"
"5","27","21","0","0","14.2","2","0","14.2","0","0"
"5","27","22","0","0","13.5","2","0","13.5","0","0"
"5","27","23","0","0","13.2","2","0","13.2","0","0"
"5","28","0","0","0","13.4","2.9","0","13.4","0","0"
"5","28","1","0","0","13.3","2","0","13.3","0","0"
"5","28","2","0","0","13.2","1","0","13.2","0","0"
"5","28","3","0","0","13.2","0","0","13.2","0","0"
"5","28","4","3","6","14","0","5.819","10.268","31.758","0.573"
"5","28","5","39","63","15.3","1","58.371","14.812","304.628","268.251"
"5","28","6","102","131","17","2","151.567","19.448","763.662","717.509"
"5","28","7","183","196","18.1","2.9","280.932","23.697","1416.817","1354.505"
"5","28","8","272","254","19.1","3.9","442.764","27.987","2214.966","2129.317"
"5","28","9","354","300","20","4.9","611.914","31.529","3023.156","2909.855"
"5","28","10","416","331","20.4","4.9","745.428","34.816","3628.511","3491.847"
"5","28","11","446","345","20.4","4.9","813.223","36.353","3929.339","3780.22"
"5","28","12","439","342","20.2","4.9","797.518","35.957","3860.908","3714.672"
"5","28","13","396","321","19.6","4.9","701.469","33.459","3436.503","3307.496"
"5","28","14","324","284","18.8","5.9","545.604","28.283","2734.951","2631.976"
"5","28","15","238","233","17.6","5.9","380.344","23.928","1933.187","1856.228"
"5","28","16","151","172","17","4.9","228.443","20.841","1159.322","1103.696"
"5","28","17","75","105","16.4","2.9","112.051","18.072","565.545","523.771"
"5","28","18","21","37","16","0","33.023","15.261","176.272","142.395"
"5","28","19","0","0","15.5","0","0","15.5","0","0"
"5","28","20","0","0","15","0","0","15","0","0"
"5","28","21","0","0","14.6","0","0","14.6","0","0"
"5","28","22","0","0","13.9","0","0","13.9","0","0"
"5","28","23","0","0","13.1","0","0","13.1","0","0"
"5","29","0","0","0","12.2","0","0","12.2","0","0"
"5","29","1","0","0","11.5","0","0","11.5","0","0"
"5","29","2","0","0","10.9","0","0","10.9","0","0"
"5","29","3","0","0","10.4","0","0","10.4","0","0"
"5","29","4","7","4","11.2","0","3.858","7.243","21.338","0"
"5","29","5","84","39","12.6","0","38.118","10.2","191.344","157.178"
"5","29","6","199","82","14.8","0","133.418","17.848","644.641","601.148"
"5","29","7","335","122","16.2","1","289.453","23.948","1437.377","1374.513"
"5","29","8","475","158","17.6","2.9","495.038","28.673","2460.03","2366.425"
"5","29","9","601","187","19","4.9","709.911","32.523","3488.068","3357.027"
"5","29","10","693","206","19.7","4.9","884.354","36.973","4258.636","4095.24"
"5","29","11","738","215","20","3.9","974.645","41.399","4591.292","4412.792"
"5","29","12","727","213","20","2","953.139","45.926","4386.315","4217.203"
"5","29","13","664","200","20.1","2","828.024","42.893","3868.445","3721.892"
"5","29","14","556","177","20.1","2.9","631.494","35.671","3050.135","2935.842"
"5","29","15","423","146","20","4.9","414.371","27.968","2054.366","1973.731"
"5","29","16","283","108","19.4","4.9","225.958","23.282","1108.191","1053.844"
"5","29","17","153","66","18.4","3.9","91.48","19.438","428.467","389.581"
"5","29","18","47","23","17.2","2.9","20.823","16.263","110.652","78.012"
"5","29","19","0","0","16.4","2.9","0","16.4","0","0"
"5","29","20","0","0","15.7","2","0","15.7","0","0"
"5","29","21","0","0","15","2","0","15","0","0"
"5","29","22","0","0","14.5","2","0","14.5","0","0"
"5","29","23","0","0","14.2","1","0","14.2","0","0"
"5","30","0","0","0","14","1","0","14","0","0"
"5","30","1","0","0","13.7","1","0","13.7","0","0"
"5","30","2","0","0","13.3","0","0","13.3","0","0"
"5","30","3","0","0","13","0","0","13","0","0"
"5","30","4","10","3","14","0","2.651","10.109","14.481","0"
"5","30","5","113","33","15.7","0","34.529","13.282","163.603","129.966"
"5","30","6","264","69","18","0","139.527","21.384","646.972","603.429"
"5","30","7","437","103","19.5","0","323.33","31.327","1541.613","1475.912"
"5","30","8","615","133","20.9","1","566.478","37.889","2687.609","2586.281"
"5","30","9","773","157","22.2","2","822.717","43.653","3822.194","3677.575"
"5","30","10","888","174","22.7","2.9","1033.376","47.285","4720.548","4535.994"
"5","30","11","944","181","22.8","3.9","1141.157","47.822","5199.843","4991.937"
"5","30","12","931","179","22.4","4.9","1115.839","44.835","5164.23","4958.107"
"5","30","13","852","169","22.1","4.9","966.372","41.621","4543.983","4367.673"
"5","30","14","718","149","21.6","4.9","730.827","36.318","3517.147","3384.951"
"5","30","15","550","123","21","4.9","473.548","30.305","2316.908","2227.995"
"5","30","16","371","91","20.3","4.9","246.854","24.707","1191.057","1134.63"
"5","30","17","204","56","19.4","3.9","91.977","20.511","412.191","373.64"
"5","30","18","65","20","18.4","2.9","16.927","17.395","89.486","57.24"
"5","30","19","0","0","17.7","2","0","17.7","0","0"
"5","30","20","0","0","17","1","0","17","0","0"
"5","30","21","0","0","16.4","0","0","16.4","0","0"
"5","30","22","0","0","15.8","0","0","15.8","0","0"
"5","30","23","0","0","15.3","0","0","15.3","0","0"
"5","31","0","0","0","14.8","0","0","14.8","0","0"
"5","31","1","0","0","14.4","0","0","14.4","0","0"
"5","31","2","0","0","14.1","0","0","14.1","0","0"
"5","31","3","0","0","13.8","0","0","13.8","0","0"
"5","31","4","5","6","14.5","1","5.737","12.192","31.047","0"
"5","31","5","58","55","15.7","2","51.791","15.182","265.127","229.53"
"5","31","6","142","114","17.4","2.9","147.188","19.471","728.856","683.49"
"5","31","7","246","170","18.7","3.9","288.969","23.942","1447.486","1384.35"
"5","31","8","355","220","20.1","3.9","470.712","29.608","2333.322","2243.877"
"5","31","9","455","259","21.5","4.9","655.749","33.945","3200.805","3080.884"
"5","31","10","530","286","22.2","4.9","807.647","37.908","3871.326","3724.653"
"5","31","11","566","299","22.5","4.9","886.541","39.983","4206.375","4045.29"
"5","31","12","558","296","22.5","3.9","868.982","41.632","4088.569","3932.63"
"5","31","13","506","278","21.8","3.9","759.271","38.616","3625.507","3488.965"
"5","31","14","421","246","20.7","3.9","590.854","33.747","2883.156","2774.936"
"5","31","15","315","202","19","3.9","398.513","27.573","1986.426","1907.863"
"5","31","16","206","150","18.4","2.9","232.4","23.476","1155.387","1099.86"
"5","31","17","109","93","18.2","2","108.17","20.084","528.938","487.947"
"5","31","18","33","34","18.2","0","30.973","17.384","163.75","130.111"
"5","31","19","0","0","17.5","0","0","17.5","0","0"
"5","31","20","0","0","16.7","0","0","16.7","0","0"
"5","31","21","0","0","15.6","0","0","15.6","0","0"
"5","31","22","0","0","14.7","0","0","14.7","0","0"
"5","31","23","0","0","13.9","0","0","13.9","0","0"
"6","1","0","0","0","15","0","0","15","0","0"
"6","1","1","0","0","15","0","0","15","0","0"
"6","1","2","0","0","15","0","0","15","0","0"
"6","1","3","0","0","15","0","0","15","0","0"
"6","1","4","3","7","15.7","1.3","6.695","13.636","35.996","4.734"
"6","1","5","40","64","16.7","2.5","59.405","16.454","307.539","271.103"
"6","1","6","103","132","18","3.8","152.645","20.049","766.918","720.691"
"6","1","7","184","197","19.4","5.1","282.057","23.847","1421.417","1358.981"
"6","1","8","273","254","21","5.1","442.759","28.774","2206.501","2121.121"
"6","1","9","355","300","22.8","5.1","611.718","34.089","2984.605","2872.716"
"6","1","10","416","332","23.5","6.3","745.287","35.94","3607.722","3471.898"
"6","1","11","447","346","23.8","8.8","814.213","34.944","3961.64","3811.151"
"6","1","12","440","343","23.6","11.4","798.815","32.827","3927.169","3778.142"
"6","1","13","397","322","22.7","11.4","703.101","30.769","3489.875","3358.762"
"6","1","14","327","285","21.1","10.1","549.15","27.807","2759.077","2655.258"
"6","1","15","241","235","19","7.6","384.546","24.433","1950.189","1872.72"
"6","1","16","154","174","18.4","5.1","232.069","22.237","1170.445","1114.539"
"6","1","17","78","108","18.4","2.5","115.38","20.305","576.244","534.24"
"6","1","18","23","40","18.8","0","35.574","18.407","187.201","153.115"
"6","1","19","0","0","18.2","0","0","18.2","0","0"
"6","1","20","0","0","17.2","0","0","17.2","0","0"
"6","1","21","0","0","16","0","0","16","0","0"
"6","1","22","0","0","15.4","0","0","15.4","0","0"
"6","1","23","0","0","15","1.3","0","15","0","0"
"6","2","0","0","0","14.8","2.5","0","14.8","0","0"
"6","2","1","0","0","14.4","2.5","0","14.4","0","0"
"6","2","2","0","0","13.9","1.3","0","13.9","0","0"
"6","2","3","0","0","13.4","0","0","13.4","0","0"
"6","2","4","0","8","14.2","0","7.571","10.562","41.268","9.909"
"6","2","5","6","73","15.7","0","65.966","14.811","351.638","314.319"
"6","2","6","28","149","17.8","0","146.783","21.886","751.994","706.106"
"6","2","7","65","222","18.9","1.3","244.492","24.885","1239.44","1181.777"
"6","2","8","109","287","19.7","3.8","357.818","26.725","1806.178","1732.975"
"6","2","9","154","338","20.4","6.3","467.904","27.765","2355.293","2265.134"
"6","2","10","188","373","20.6","6.3","555.467","29.597","2773.593","2669.263"
"6","2","11","206","390","20.6","5.1","609.893","32.008","3010.461","2897.626"
"6","2","12","202","386","20.2","3.8","599.079","33.243","2939.293","2829.05"
"6","2","13","178","363","20.2","5.1","529.304","30.128","2635.84","2536.296"
"6","2","14","139","322","20.2","6.3","431.066","27.143","2175.153","2090.762"
"6","2","15","93","265","20.2","8.8","314.402","24.058","1605.009","1537.55"
"6","2","16","50","197","19.8","8.8","208.203","22.075","1067.778","1014.43"
"6","2","17","18","122","19.3","6.3","116.722","20.45","602.597","560.023"
"6","2","18","2","46","18.6","3.8","41.005","18.275","215.914","181.275"
"6","2","19","0","0","17.9","2.5","0","17.9","0","0"
"6","2","20","0","0","17.2","1.3","0","17.2","0","0"
"6","2","21","0","0","16.4","0","0","16.4","0","0"
"6","2","22","0","0","16.1","0","0","16.1","0","0"
"6","2","23","0","0","15.9","1.3","0","15.9","0","0"
"6","3","0","0","0","16","3.8","0","16","0","0"
"6","3","1","0","0","15.7","3.8","0","15.7","0","0"
"6","3","2","0","0","15.4","3.8","0","15.4","0","0"
"6","3","3","0","0","15","2.5","0","15","0","0"
"6","3","4","0","6","15.2","2.5","5.675","13.503","30.53","0"
"6","3","5","0","62","15.7","1.3","56.824","15.234","303.353","267.001"
"6","3","6","2","138","16.4","1.3","129.816","18.465","682.365","638.039"
"6","3","7","21","205","17.4","1.3","205.049","22.11","1057.825","1004.722"
"6","3","8","47","264","18.7","2.5","288.428","24.915","1470.435","1406.679"
"6","3","9","75","311","20.2","3.8","368.207","27.549","1855.937","1781.274"
"6","3","10","97","344","20.7","3.8","439.38","29.775","2192.164","2107.237"
"6","3","11","109","359","20.8","5.1","473.377","29.409","2366.128","2275.615"
"6","3","12","106","356","20.6","5.1","465.804","29.115","2331.535","2242.149"
"6","3","13","91","334","20.3","3.8","419.833","29.155","2100.702","2018.637"
"6","3","14","66","296","19.8","2.5","341.8","27.963","1718.936","1648.255"
"6","3","15","37","244","19","0","258.806","30.136","1286.467","1227.591"
"6","3","16","13","182","18.6","0","177.671","26.008","900.148","850.837"
"6","3","17","0","111","18.3","0","103.377","21.892","535.365","494.238"
"6","3","18","0","38","18","0","34.917","17.357","184.626","150.588"
"6","3","19","0","0","17.2","0","0","17.2","0","0"
"6","3","20","0","0","16.2","0","0","16.2","0","0"
"6","3","21","0","0","15","0","0","15","0","0"
"6","3","22","0","0","14.4","0","0","14.4","0","0"
"6","3","23","0","0","14","0","0","14","0","0"
"6","4","0","0","0","13.8","0","0","13.8","0","0"
"6","4","1","0","0","13.6","0","0","13.6","0","0"
"6","4","2","0","0","13.6","0","0","13.6","0","0"
"6","4","3","0","0","13.6","0","0","13.6","0","0"
"6","4","4","8","5","14.4","0","4.795","10.633","26.13","0"
"6","4","5","80","45","15.6","0","44.731","13.682","224.476","189.671"
"6","4","6","188","91","17.2","0","138.505","20.648","666.157","622.19"
"6","4","7","315","136","18.7","0","292.372","29.368","1418.092","1355.746"
"6","4","8","447","175","20.3","0","488.729","39.064","2308.764","2220.115"
"6","4","9","566","206","22","0","697.642","48.627","3158.957","3040.612"
"6","4","10","654","228","22.8","1.3","867.738","48.304","3942.818","3793.128"
"6","4","11","697","238","23.1","2.5","955.605","47.077","4371.421","4202.981"
"6","4","12","687","236","23","3.8","936.25","43.829","4355.688","4187.957"
"6","4","13","628","222","22.9","3.8","817.349","41.203","3851.863","3706.005"
"6","4","14","527","197","22.6","3.8","629.395","36.688","3025.545","2912.157"
"6","4","15","402","162","22","3.8","418.521","31.167","2045.838","1965.464"
"6","4","16","270","121","21.3","3.8","234.383","25.989","1140.56","1085.405"
"6","4","17","148","75","20.4","3.8","99.766","21.688","468.86","429.135"
"6","4","18","49","29","19.4","3.8","25.865","18.712","135.92","102.807"
"6","4","19","1","0","18.6","2.5","0","18.6","0","0"
"6","4","20","0","0","17.8","1.3","0","17.8","0","0"
"6","4","21","0","0","17","0","0","17","0","0"
"6","4","22","0","0","16.7","0","0","16.7","0","0"
"6","4","23","0","0","16.7","0","0","16.7","0","0"
"6","5","0","0","0","17","0","0","17","0","0"
"6","5","1","0","0","16.4","0","0","16.4","0","0"
"6","5","2","0","0","15.4","0","0","15.4","0","0"
"6","5","3","0","0","14.2","0","0","14.2","0","0"
"6","5","4","10","4","14.3","0","3.522","10.487","19.201","0"
"6","5","5","98","34","14.9","0","34.676","12.472","167.732","134.017"
"6","5","6","225","70","16","0","129.219","18.859","611.89","569.114"
"6","5","7","372","103","17.7","1.3","288.256","24.91","1419.289","1356.91"
"6","5","8","523","133","19.9","2.5","501.309","31.63","2453.61","2360.218"
"6","5","9","658","157","22.6","5.1","725.228","36.145","3499.706","3368.203"
"6","5","10","757","173","23.5","5.1","905.703","40.826","4277.596","4113.358"
"6","5","11","805","181","23.7","5.1","1000.483","43.095","4672.28","4489.999"
"6","5","12","795","180","23.2","3.8","981.498","45.053","4537.359","4361.354"
"6","5","13","728","169","23.4","3.8","852.606","42.52","3990.823","3839.089"
"6","5","14","615","150","23.7","5.1","652.342","36.413","3138.809","3021.22"
"6","5","15","473","124","24","6.3","428.011","31.095","2088.721","2007.027"
"6","5","16","321","92","23.2","6.3","228.416","26.596","1097.812","1043.723"
"6","5","17","179","58","21.8","5.1","90.132","22.692","406.954","368.511"
"6","5","18","61","22","19.8","2.5","18.541","18.825","97.383","64.992"
"6","5","19","1","0","18.7","1.3","0","18.7","0","0"
"6","5","20","0","0","17.8","1.3","0","17.8","0","0"
"6","5","21","0","0","17","1.3","0","17","0","0"
"6","5","22","0","0","16.6","1.3","0","16.6","0","0"
"6","5","23","0","0","16.4","0","0","16.4","0","0"
"6","6","0","0","0","16.4","0","0","16.4","0","0"
"6","6","1","0","0","16.4","0","0","16.4","0","0"
"6","6","2","0","0","16.6","0","0","16.6","0","0"
"6","6","3","0","0","16.8","0","0","16.8","0","0"
"6","6","4","3","8","17.2","0","7.653","13.707","41.135","9.779"
"6","6","5","33","69","17.8","0","63.031","16.911","327.461","290.628"
"6","6","6","86","140","18.6","0","154.748","23.031","772.15","725.804"
"6","6","7","157","208","19.2","2.5","278.553","25.025","1399.382","1337.535"
"6","6","8","235","268","19.7","6.3","429.345","26.299","2166.324","2082.211"
"6","6","9","308","316","20.2","11.4","580.814","26.575","2938.65","2828.43"
"6","6","10","364","349","21.2","11.4","711.47","29.223","3558.67","3424.817"
"6","6","11","391","364","22.4","10.1","775.171","32.028","3825.896","3681.123"
"6","6","12","386","361","23.8","7.6","762.731","35.294","3704.642","3564.879"
"6","6","13","348","340","24.5","7.6","669.15","34.565","3260.588","3138.395"
"6","6","14","285","302","24.9","8.8","532.89","32.07","2623.813","2524.682"
"6","6","15","209","249","25","11.4","378.586","29.104","1880.285","1804.902"
"6","6","16","132","186","24.2","10.1","234.542","26.704","1163.268","1107.543"
"6","6","17","66","116","22.9","7.6","120.891","24.048","598.547","556.061"
"6","6","18","20","45","21","3.8","39.601","20.703","206.213","171.761"
"6","6","19","0","1","19.7","2.5","0.97","18.118","5.11","0"
"6","6","20","0","0","18.3","1.3","0","18.3","0","0"
"6","6","21","0","0","17","0","0","17","0","0"
"6","6","22","0","0","16.2","0","0","16.2","0","0"
"6","6","23","0","0","15.6","0","0","15.6","0","0"
"6","7","0","0","0","15.2","0","0","15.2","0","0"
"6","7","1","0","0","14.8","0","0","14.8","0","0"
"6","7","2","0","0","14.4","0","0","14.4","0","0"
"6","7","3","0","0","14.2","0","0","14.2","0","0"
"6","7","4","10","5","15","0","4.797","11.282","26.063","0"
"6","7","5","91","39","16.4","0","38.504","14.239","188.386","154.277"
"6","7","6","211","79","18.4","0","133.547","21.581","630.765","587.577"
"6","7","7","349","117","19","0","290.189","29.546","1401.065","1339.173"
"6","7","8","492","151","19.2","1.3","497.503","33.165","2418.02","2325.804"
"6","7","9","620","178","19","1.3","713.97","39.821","3382.813","3255.906"
"6","7","10","715","196","20.2","2.5","892.098","42.426","4179.152","4019.264"
"6","7","11","761","205","21.8","2.5","980.01","46.459","4497.592","4323.416"
"6","7","12","752","203","24","3.8","961.741","45.378","4438.531","4267.052"
"6","7","13","688","191","24.6","3.8","841.351","43.416","3920.198","3771.466"
"6","7","14","581","170","24.7","3.8","646.016","39.162","3066.591","2951.69"
"6","7","15","446","140","24.2","2.5","427.591","35.078","2048.556","1968.099"
"6","7","16","302","105","23.3","2.5","233.429","28.807","1115.316","1060.792"
"6","7","17","169","66","22","2.5","96.462","23.493","441.311","402.159"
"6","7","18","58","26","20.2","3.8","21.762","19.43","113.983","81.282"
"6","7","19","1","1","19","2.5","0.97","17.345","5.128","0"
"6","7","20","0","0","17.8","1.3","0","17.8","0","0"
"6","7","21","0","0","16.6","0","0","16.6","0","0"
"6","7","22","0","0","15.9","0","0","15.9","0","0"
"6","7","23","0","0","15.4","0","0","15.4","0","0"
"6","8","0","0","0","15.2","0","0","15.2","0","0"
"6","8","1","0","0","15","0","0","15","0","0"
"6","8","2","0","0","15","1.3","0","15","0","0"
"6","8","3","0","0","15.2","2.5","0","15.2","0","0"
"6","8","4","2","9","16","2.5","8.52","14.399","45.657","14.218"
"6","8","5","22","73","17.3","3.8","65.514","17.261","342.255","305.125"
"6","8","6","63","147","19","3.8","154.524","21.119","784.59","737.961"
"6","8","7","121","218","20.5","3.8","269.935","25.399","1358.048","1297.298"
"6","8","8","186","281","22.1","3.8","404.264","30.204","2003.785","1924.695"
"6","8","9","248","331","23.8","2.5","544.748","36.866","2622.347","2523.266"
"6","8","10","296","366","24.1","2.5","656.81","40.217","3112.141","2995.548"
"6","8","11","320","382","23.8","3.8","714.734","39.362","3401.857","3274.207"
"6","8","12","315","379","22.8","5.1","703.216","36.26","3399.305","3271.754"
"6","8","13","283","357","22.7","3.8","626.37","36.49","3023.397","2910.088"
"6","8","14","229","317","22.8","2.5","503.131","35.466","2437.236","2344.386"
"6","8","15","165","262","23","0","360.492","38.804","1709.589","1639.175"
"6","8","16","101","196","22.4","0","230.765","32.657","1117.545","1062.965"
"6","8","17","48","123","21.6","1.3","123.448","24.35","616.61","573.731"
"6","8","18","13","49","20.4","3.8","43.748","20.189","228.351","193.471"
"6","8","19","0","1","19.5","3.8","0.97","18.129","5.11","0"
"6","8","20","0","0","18.6","2.5","0","18.6","0","0"
"6","8","21","0","0","17.6","0","0","17.6","0","0"
"6","8","22","0","0","17.2","0","0","17.2","0","0"
"6","8","23","0","0","17","0","0","17","0","0"
"6","9","0","0","0","17","0","0","17","0","0"
"6","9","1","0","0","16.9","0","0","16.9","0","0"
"6","9","2","0","0","16.9","0","0","16.9","0","0"
"6","9","3","0","0","17","0","0","17","0","0"
"6","9","4","1","9","17.7","0","8.52","14.276","45.68","14.241"
"6","9","5","18","74","18.7","0","67.469","18.076","352.086","314.758"
"6","9","6","53","149","20","0","153.482","24.461","770.037","723.74"
"6","9","7","104","221","21.1","0","264.238","30.839","1297.299","1238.141"
"6","9","8","164","285","22.2","1.3","392.867","33.03","1921.572","1844.96"
"6","9","9","221","336","23.4","2.5","526.773","36.005","2546.905","2450.39"
"6","9","10","265","371","23.7","2.5","632.244","39.191","3011.329","2898.462"
"6","9","11","287","388","23.6","1.3","687.716","44.02","3196.416","3076.66"
"6","9","12","283","384","23","0","676.533","50.038","3046.711","2932.544"
"6","9","13","253","362","23.4","1.3","603.728","41.705","2838.69","2732.058"
"6","9","14","204","321","24.1","2.5","482.221","36.187","2327.941","2238.671"
"6","9","15","145","266","25","5.1","351.781","31.401","1731.508","1660.466"
"6","9","16","87","199","24.3","6.3","226.322","27.586","1125.377","1070.602"
"6","9","17","40","125","23","7.6","123.593","24.183","620.422","577.46"
"6","9","18","10","50","21","7.6","44.564","20.842","231.909","196.96"
"6","9","19","0","1","19.9","6.3","0.97","18.869","5.093","0"
"6","9","20","0","0","18.9","3.8","0","18.9","0","0"
"6","9","21","0","0","18","0","0","18","0","0"
"6","9","22","0","0","17","0","0","17","0","0"
"6","9","23","0","0","16","0","0","16","0","0"
"6","10","0","0","0","15","0","0","15","0","0"
"6","10","1","0","0","14.8","0","0","14.8","0","0"
"6","10","2","0","0","14.9","0","0","14.9","0","0"
"6","10","3","0","0","15.4","0","0","15.4","0","0"
"6","10","4","12","4","16.3","0","3.522","12.592","19.024","0"
"6","10","5","109","32","17.7","0","33.393","15.365","156.82","123.313"
"6","10","6","248","65","19.4","0","130.355","22.411","600.882","558.345"
"6","10","7","408","96","20.9","1.3","299.81","28.472","1448.032","1384.882"
"6","10","8","570","124","22.4","2.5","522.983","34.67","2520.355","2424.733"
"6","10","9","715","146","24","3.8","758.742","40.223","3586.83","3451.847"
"6","10","10","823","161","25","5.1","954.644","43.31","4451.751","4279.671"
"6","10","11","875","168","25.6","7.6","1056.241","41.759","4966.526","4770.165"
"6","10","12","865","167","26","10.1","1037.46","39.277","4939.808","4744.748"
"6","10","13","795","157","25.6","11.4","902.988","36.223","4362.95","4194.892"
"6","10","14","674","140","24.8","11.4","689.626","32.801","3377.579","3250.875"
"6","10","15","521","116","23.4","11.4","451.966","28.44","2233.207","2146.979"
"6","10","16","357","87","22.4","10.1","241.924","25.022","1169.403","1113.523"
"6","10","17","203","55","21.3","8.8","93.489","21.933","418.258","379.583"
"6","10","18","72","22","20.2","7.6","18.539","19.603","97.027","64.642"
"6","10","19","2","1","19.4","6.3","0.97","18.329","5.105","0"
"6","10","20","0","0","18.8","6.3","0","18.8","0","0"
"6","10","21","0","0","18.4","5.1","0","18.4","0","0"
"6","10","22","0","0","17.9","5.1","0","17.9","0","0"
"6","10","23","0","0","17.5","3.8","0","17.5","0","0"
"6","11","0","0","0","17.2","3.8","0","17.2","0","0"
"6","11","1","0","0","17","3.8","0","17","0","0"
"6","11","2","0","0","17","2.5","0","17","0","0"
"6","11","3","0","0","17","2.5","0","17","0","0"
"6","11","4","1","9","17.5","2.5","8.52","15.937","45.34","13.907"
"6","11","5","12","75","18.2","2.5","67.937","18.213","355.517","318.12"
"6","11","6","40","151","19.2","3.8","151.561","21.261","775.411","728.991"
"6","11","7","84","223","20","5.1","254.21","23.916","1292.071","1233.049"
"6","11","8","136","288","20.8","7.6","376.251","25.846","1905.901","1829.757"
"6","11","9","186","339","21.6","11.4","494.523","26.942","2498.635","2403.743"
"6","11","10","225","375","22.5","11.4","597.977","29.148","2992.214","2880.047"
"6","11","11","245","391","23.5","8.8","648.527","32.208","3198.041","3078.224"
"6","11","12","241","388","24.6","6.3","638.863","35.29","3103.103","2986.847"
"6","11","13","215","366","25.5","6.3","572.678","35.065","2783.979","2679.283"
"6","11","14","171","325","26.3","8.8","459.837","32.395","2262.142","2174.991"
"6","11","15","120","269","27","11.4","338.969","30.624","1676.17","1606.708"
"6","11","16","69","202","26.5","11.4","221.473","28.654","1098.67","1044.559"
"6","11","17","30","128","25.3","11.4","124.23","26.217","620.945","577.972"
"6","11","18","7","52","23.4","11.4","46.183","23.313","237.598","202.539"
"6","11","19","0","1","22.4","10.1","0.97","21.666","5.028","0"
"6","11","20","0","0","21.6","7.6","0","21.6","0","0"
"6","11","21","0","0","20.8","5.1","0","20.8","0","0"
"6","11","22","0","0","20.2","5.1","0","20.2","0","0"
"6","11","23","0","0","19.6","6.3","0","19.6","0","0"
"6","12","0","0","0","19.2","8.8","0","19.2","0","0"
"6","12","1","0","0","18.5","7.6","0","18.5","0","0"
"6","12","2","0","0","17.7","3.8","0","17.7","0","0"
"6","12","3","0","0","16.8","0","0","16.8","0","0"
"6","12","4","2","9","17.2","0","8.52","13.792","45.78","14.339"
"6","12","5","23","73","18.3","0","65.501","17.56","341.609","304.492"
"6","12","6","64","147","20","2.5","154.579","22.44","779.732","733.214"
"6","12","7","122","218","21.2","3.8","269.979","26.107","1353.455","1292.826"
"6","12","8","188","280","22.5","5.1","404.044","29.531","2008.958","1929.711"
"6","12","9","250","331","23.8","6.3","545.634","32.595","2682.371","2581.224"
"6","12","10","298","365","24.5","7.6","656.932","34.17","3207.972","3087.779"
"6","12","11","322","382","24.9","7.6","716.176","35.587","3473.571","3343.103"
"6","12","12","318","379","25","8.8","705.944","34.627","3440.135","3310.985"
"6","12","13","286","357","24.5","7.6","629.204","33.901","3076.16","2960.904"
"6","12","14","233","317","23.6","5.1","506.624","33.18","2481.923","2387.588"
"6","12","15","168","263","22.2","2.5","363.766","31.145","1791.612","1718.833"
"6","12","16","104","197","21.8","2.5","233.37","27.112","1160.637","1104.978"
"6","12","17","50","125","21.8","3.8","125.953","23.694","630.792","587.604"
"6","12","18","14","51","22","5.1","44.275","21.842","229.345","194.446"
"6","12","19","0","1","21.8","6.3","0.97","20.8","5.048","0"
"6","12","20","0","0","21.4","7.6","0","21.4","0","0"
"6","12","21","0","0","21","8.8","0","21","0","0"
"6","12","22","0","0","20.5","8.8","0","20.5","0","0"
"6","12","23","0","0","20","7.6","0","20","0","0"
"6","13","0","0","0","19.4","6.3","0","19.4","0","0"
"6","13","1","0","0","19","5.1","0","19","0","0"
"6","13","2","0","0","18.7","2.5","0","18.7","0","0"
"6","13","3","0","0","18.4","0","0","18.4","0","0"
"6","13","4","8","6","18.7","0","5.721","15.231","30.544","0"
"6","13","5","76","49","19.4","0","47.648","17.864","236.897","201.852"
"6","13","6","176","99","20.4","0","141.677","24.137","674.838","630.679"
"6","13","7","296","146","21.4","1.3","290.856","28.759","1416.566","1354.261"
"6","13","8","420","188","22.6","2.5","480.593","33.813","2330.697","2241.338"
"6","13","9","534","222","24","5.1","683.676","36.734","3290.337","3167.004"
"6","13","10","618","246","24.6","6.3","848.946","38.898","4048.872","3894.648"
"6","13","11","660","257","25","6.3","935.958","40.974","4418.562","4247.99"
