"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","13","12","653","255","25","6.3","921.202","40.829","4351.977","4184.413"
"6","13","13","597","240","25.4","5.1","807.624","41.183","3806.601","3662.632"
"6","13","14","503","214","25.8","3.8","628.91","39.819","2977.013","2865.4"
"6","13","15","385","177","26.2","2.5","424.903","36.957","2021.414","1941.787"
"6","13","16","260","133","25.6","1.3","242.068","32.724","1145.342","1090.068"
"6","13","17","145","84","24.6","1.3","108.857","27.024","504.58","464.105"
"6","13","18","51","35","23","0","30.837","22.52","159.234","125.68"
"6","13","19","1","1","21.8","0","0.97","18.664","5.098","0"
"6","13","20","0","0","20.6","0","0","20.6","0","0"
"6","13","21","0","0","19.4","0","0","19.4","0","0"
"6","13","22","0","0","18.9","0","0","18.9","0","0"
"6","13","23","0","0","18.8","1.3","0","18.8","0","0"
"6","14","0","0","0","19","2.5","0","19","0","0"
"6","14","1","0","0","18.7","2.5","0","18.7","0","0"
"6","14","2","0","0","18.4","1.3","0","18.4","0","0"
"6","14","3","0","0","18","0","0","18","0","0"
"6","14","4","9","6","18.3","0","5.722","14.787","30.606","0"
"6","14","5","83","45","19","0","44.609","17.298","220.215","185.493"
"6","14","6","191","90","20","0","137.369","23.496","650.27","606.653"
"6","14","7","319","134","21.2","1.3","290.353","28.524","1412.262","1350.071"
"6","14","8","451","172","22.6","2.5","485.658","33.935","2352.459","2262.392"
"6","14","9","571","203","24.2","3.8","695.551","39.007","3309.256","3185.197"
"6","14","10","660","225","25.1","5.1","867.382","41.665","4079.179","3923.647"
"6","14","11","704","235","25.7","7.6","957.534","40.276","4536.453","4360.49"
"6","14","12","697","233","26","8.8","942.594","39.138","4491.277","4317.39"
"6","14","13","639","220","25.9","8.8","826.532","37.405","3970.501","3819.634"
"6","14","14","539","196","25.5","7.6","640.219","35.2","3100.798","2984.627"
"6","14","15","414","162","24.8","5.1","428.843","32.925","2079.531","1998.12"
"6","14","16","281","122","23.9","5.1","242.562","28.096","1170.1","1114.202"
"6","14","17","158","77","22.7","5.1","105.466","23.929","490.483","450.305"
"6","14","18","57","32","21.2","5.1","28.465","20.687","148.235","114.89"
"6","14","19","2","1","20.3","5.1","0.97","19.112","5.087","0"
"6","14","20","0","0","19.6","3.8","0","19.6","0","0"
"6","14","21","0","0","19","3.8","0","19","0","0"
"6","14","22","0","0","18.7","3.8","0","18.7","0","0"
"6","14","23","0","0","18.5","3.8","0","18.5","0","0"
"6","15","0","0","0","18.6","3.8","0","18.6","0","0"
"6","15","1","0","0","18.7","3.8","0","18.7","0","0"
"6","15","2","0","0","18.9","5.1","0","18.9","0","0"
"6","15","3","0","0","19.2","6.3","0","19.2","0","0"
"6","15","4","6","7","19.8","6.3","6.695","18.812","35.168","3.921"
"6","15","5","57","59","20.7","6.3","54.733","20.558","274.649","238.864"
"6","15","6","137","118","21.8","5.1","148.371","23.542","722.41","677.189"
"6","15","7","236","176","22.7","6.3","287.436","26.755","1421.208","1358.778"
"6","15","8","341","226","23.5","7.6","463.299","29.949","2292.48","2204.355"
"6","15","9","437","267","24.4","10.1","644.305","32.216","3171.34","3052.531"
"6","15","10","510","295","25","10.1","793.709","34.862","3862.383","3716.085"
"6","15","11","546","309","25.5","10.1","873.075","36.487","4215.69","4054.194"
"6","15","12","540","306","25.8","8.8","859.362","37.707","4124.236","3966.748"
"6","15","13","493","289","25.8","8.8","759.138","36.297","3667.283","3529.045"
"6","15","14","412","257","25.5","7.6","596.797","34.473","2902.649","2793.729"
"6","15","15","312","213","25","7.6","410.33","30.961","2014.634","1935.214"
"6","15","16","208","160","24.5","7.6","245.471","27.751","1199.808","1143.159"
"6","15","17","113","102","23.8","7.6","119.162","24.946","572.433","530.512"
"6","15","18","39","42","23","7.6","37.884","22.766","195.398","161.154"
"6","15","19","1","1","22.1","6.3","0.97","21.097","5.041","0"
"6","15","20","0","0","21.1","3.8","0","21.1","0","0"
"6","15","21","0","0","20","0","0","20","0","0"
"6","15","22","0","0","19.8","0","0","19.8","0","0"
"6","15","23","0","0","19.9","0","0","19.9","0","0"
"6","16","0","0","0","20.4","0","0","20.4","0","0"
"6","16","1","0","0","20.2","0","0","20.2","0","0"
"6","16","2","0","0","19.9","0","0","19.9","0","0"
"6","16","3","0","0","19.4","0","0","19.4","0","0"
"6","16","4","2","9","19.4","1.3","8.52","17.522","45.018","13.591"
"6","16","5","20","73","19.5","2.5","65.201","19.474","337.758","300.719"
"6","16","6","58","148","19.8","3.8","153.562","21.909","778.069","731.589"
"6","16","7","112","219","20.6","3.8","265.541","25.401","1336.624","1276.439"
"6","16","8","174","282","21.6","2.5","395.794","30.666","1957.589","1879.897"
"6","16","9","234","333","23","0","533.457","43.81","2479.209","2384.965"
"6","16","10","280","368","23.4","1.3","642.271","42.232","3012.188","2899.29"
"6","16","11","303","385","23.4","2.5","699.85","40.808","3306.735","3182.773"
"6","16","12","300","383","23","5.1","692.094","36.226","3346.104","3220.622"
"6","16","13","269","361","23.4","5.1","617.728","35.2","3000.883","2888.399"
"6","16","14","219","321","23.9","3.8","499.732","34.792","2429.168","2336.585"
"6","16","15","157","267","24.6","2.5","361.07","33.46","1759.248","1687.408"
"6","16","16","97","201","24","2.5","233.151","29.321","1148.846","1093.484"
"6","16","17","46","128","22.9","2.5","128.026","25.208","638.228","594.877"
"6","16","18","13","53","21.2","2.5","47.225","21.11","245.453","210.241"
"6","16","19","0","2","20.4","2.5","1.94","18.886","10.185","0"
"6","16","20","0","0","19.8","1.3","0","19.8","0","0"
"6","16","21","0","0","19.4","0","0","19.4","0","0"
"6","16","22","0","0","19.1","0","0","19.1","0","0"
"6","16","23","0","0","19","0","0","19","0","0"
"6","17","0","0","0","19","0","0","19","0","0"
"6","17","1","0","0","19","1.3","0","19","0","0"
"6","17","2","0","0","19","2.5","0","19","0","0"
"6","17","3","0","0","19","5.1","0","19","0","0"
"6","17","4","1","9","18.6","6.3","8.52","17.626","44.995","13.568"
"6","17","5","12","74","17.9","6.3","66.994","17.929","351.11","313.802"
"6","17","6","40","150","17","6.3","150.351","18.521","778.777","732.28"
"6","17","7","83","222","17.9","5.1","252.281","21.746","1295.14","1236.039"
"6","17","8","135","287","19.6","3.8","373.841","26.993","1883.288","1807.816"
"6","17","9","185","339","22","2.5","492.852","33.741","2409.811","2317.866"
"6","17","10","224","374","22.7","3.8","595.177","35.394","2889.015","2780.584"
"6","17","11","245","391","23","5.1","647.967","35.222","3148.433","3030.484"
"6","17","12","242","389","22.8","7.6","640.707","32.296","3158.076","3039.765"
"6","17","13","216","367","22.2","8.8","574.8","29.892","2865.635","2758.041"
"6","17","14","173","327","21.2","8.8","463.863","27.275","2338.932","2249.305"
"6","17","15","121","271","19.8","8.8","342.025","24.065","1745.054","1673.623"
"6","17","16","71","204","19.6","7.6","224.626","22.393","1147.74","1092.405"
"6","17","17","31","130","19.8","3.8","126.568","21.656","646.189","602.663"
"6","17","18","7","55","20.4","0","48.745","20.964","253.526","218.156"
"6","17","19","0","2","19.7","0","1.94","16.7","10.287","0"
"6","17","20","0","0","18.5","0","0","18.5","0","0"
"6","17","21","0","0","16.8","0","0","16.8","0","0"
"6","17","22","0","0","16.4","0","0","16.4","0","0"
"6","17","23","0","0","16.3","0","0","16.3","0","0"
"6","18","0","0","0","16.6","0","0","16.6","0","0"
"6","18","1","0","0","16.3","0","0","16.3","0","0"
"6","18","2","0","0","15.8","0","0","15.8","0","0"
"6","18","3","0","0","15.2","0","0","15.2","0","0"
"6","18","4","10","5","15.8","0","4.797","12.113","25.97","0"
"6","18","5","89","40","17","0","38.624","14.882","190.114","155.972"
"6","18","6","205","81","18.8","0","132.259","21.94","624.092","581.049"
"6","18","7","341","120","20.4","1.3","286.549","27.585","1395.746","1333.997"
"6","18","8","481","155","22.1","3.8","490.432","32.112","2395.17","2303.706"
"6","18","9","607","183","24","6.3","704.341","35.603","3407.912","3280.025"
"6","18","10","701","203","24.6","6.3","882.805","39.497","4197.502","4036.808"
"6","18","11","748","212","24.6","5.1","977.453","43.529","4554.54","4377.742"
"6","18","12","741","211","24","2.5","963.887","48.402","4378.522","4209.762"
"6","18","13","681","199","24.2","2.5","844.839","45.808","3888.196","3740.813"
"6","18","14","577","177","24.6","2.5","652.882","41.393","3065.169","2950.32"
"6","18","15","446","147","25","3.8","437.958","34.633","2104.962","2022.765"
"6","18","16","305","111","24.4","3.8","243.531","29.363","1164.326","1108.574"
"6","18","17","174","71","23.4","3.8","104.167","24.861","476.827","436.935"
"6","18","18","64","30","22","3.8","24.946","21.36","129.508","96.515"
"6","18","19","2","1","21","2.5","0.97","19.412","5.08","0"
"6","18","20","0","0","20","1.3","0","20","0","0"
"6","18","21","0","0","19","0","0","19","0","0"
"6","18","22","0","0","18.2","0","0","18.2","0","0"
"6","18","23","0","0","17.6","0","0","17.6","0","0"
"6","19","0","0","0","17","0","0","17","0","0"
"6","19","1","0","0","16.6","0","0","16.6","0","0"
"6","19","2","0","0","16.4","0","0","16.4","0","0"
"6","19","3","0","0","16.4","0","0","16.4","0","0"
"6","19","4","12","4","17.3","0","3.522","13.646","18.936","0"
"6","19","5","105","31","18.8","0","31.709","16.455","149.354","115.988"
"6","19","6","239","62","20.8","0","123.499","23.53","564.379","522.63"
"6","19","7","393","93","22.2","1.3","286.879","29.372","1377.939","1316.663"
"6","19","8","550","119","23.6","2.5","500.931","35.292","2405.568","2313.763"
"6","19","9","692","141","25","3.8","731.032","40.579","3449.145","3319.641"
"6","19","10","796","156","25.7","5.1","921.307","43.342","4295.453","4130.419"
"6","19","11","849","163","26","6.3","1023.83","43.555","4769.979","4583.083"
"6","19","12","841","162","26","7.6","1008.923","41.511","4749.876","4563.934"
"6","19","13","775","153","25.8","8.8","882.37","38.136","4223.04","4061.22"
"6","19","14","659","136","25.2","8.8","676.516","34.552","3285.692","3162.538"
"6","19","15","512","113","24.4","10.1","446.468","29.821","2192.989","2108.036"
"6","19","16","354","85","23.9","7.6","241.476","27.115","1158.047","1102.453"
"6","19","17","204","55","23.3","5.1","95.642","24.348","424.844","386.033"
"6","19","18","77","23","22.8","0","19.338","21.442","100.353","67.906"
"6","19","19","3","1","22","0","0.97","18.727","5.096","0"
"6","19","20","0","0","21.1","0","0","21.1","0","0"
"6","19","21","0","0","20","0","0","20","0","0"
"6","19","22","0","0","19.7","0","0","19.7","0","0"
"6","19","23","0","0","19.7","0","0","19.7","0","0"
"6","20","0","0","0","20","0","0","20","0","0"
"6","20","1","0","0","19.6","0","0","19.6","0","0"
"6","20","2","0","0","18.9","0","0","18.9","0","0"
"6","20","3","0","0","18","0","0","18","0","0"
"6","20","4","6","7","18.7","0","6.695","15.252","35.74","4.482"
"6","20","5","54","59","20","0","54.247","18.811","275.401","239.602"
"6","20","6","132","120","22","0","148.219","26.143","714.042","669.009"
"6","20","7","227","178","23.6","1.3","283.976","30.801","1377.573","1316.306"
"6","20","8","330","230","25.3","2.5","454.217","35.846","2183.646","2098.988"
"6","20","9","424","271","27.2","3.8","636.111","40.656","3002.392","2889.852"
"6","20","10","496","300","28","6.3","784.506","41.193","3698.46","3558.95"
"6","20","11","532","314","28.3","8.8","863.715","40.238","4092.77","3936.649"
"6","20","12","527","312","28.2","11.4","852.757","38.173","4082.994","3927.297"
"6","20","13","482","295","28.3","11.4","755.75","37.117","3636.147","3499.174"
"6","20","14","403","263","28.3","8.8","596.586","36.486","2873.257","2765.391"
"6","20","15","306","218","28.2","6.3","412.497","35.032","1986.325","1907.765"
"6","20","16","203","165","27.5","3.8","248.94","32.567","1190.786","1134.366"
"6","20","17","111","105","26.4","2.5","122.022","28.677","577.539","535.507"
"6","20","18","39","45","25","0","40.309","25.375","205.385","170.949"
"6","20","19","1","2","23.5","0","1.94","20.65","10.103","0"
"6","20","20","0","0","21.9","0","0","21.9","0","0"
"6","20","21","0","0","20","0","0","20","0","0"
"6","20","22","0","0","19","0","0","19","0","0"
"6","20","23","0","0","18.3","0","0","18.3","0","0"
"6","21","0","0","0","18","0","0","18","0","0"
"6","21","1","0","0","17.9","0","0","17.9","0","0"
"6","21","2","0","0","18","0","0","18","0","0"
"6","21","3","0","0","18.4","0","0","18.4","0","0"
"6","21","4","11","4","19.4","1.3","3.522","17.371","18.621","0"
"6","21","5","103","30","20.9","2.5","30.578","20.005","141.88","108.654"
"6","21","6","236","62","22.8","3.8","122.272","24.191","557.016","515.426"
"6","21","7","388","91","24","3.8","281.831","29.131","1354.636","1293.976"
"6","21","8","544","118","25.1","3.8","495.086","35.203","2378.299","2287.388"
"6","21","9","684","140","26","3.8","722.618","41.377","3395.547","3268.143"
"6","21","10","788","154","26.6","3.8","911.207","46.361","4182.363","4022.333"
"6","21","11","840","162","26.9","5.1","1013.658","46.563","4649.459","4468.247"
"6","21","12","833","161","27","6.3","1000.175","44.277","4642.338","4461.459"
"6","21","13","768","152","27.3","6.3","875.389","42.458","4098.96","3942.572"
"6","21","14","654","135","27.7","5.1","672.17","40.867","3163.262","3044.757"
"6","21","15","509","112","28","3.8","444.248","37.809","2098.551","2016.553"
"6","21","16","352","85","27.7","2.5","241.181","33.494","1122.23","1067.534"
"6","21","17","203","54","27","1.3","94.882","29.065","412.077","373.529"
"6","21","18","77","23","26","0","19.335","24.867","98.751","66.333"
"6","21","19","3","1","24.9","0","0.97","21.839","5.024","0"
"6","21","20","0","0","23.6","0","0","23.6","0","0"
"6","21","21","0","0","22","0","0","22","0","0"
"6","21","22","0","0","21.3","0","0","21.3","0","0"
"6","21","23","0","0","21","1.3","0","21","0","0"
"6","22","0","0","0","21","1.3","0","21","0","0"
"6","22","1","0","0","20.6","1.3","0","20.6","0","0"
"6","22","2","0","0","20.2","1.3","0","20.2","0","0"
"6","22","3","0","0","19.8","0","0","19.8","0","0"
"6","22","4","11","4","20.5","1.3","3.522","18.508","18.525","0"
"6","22","5","105","31","21.7","3.8","31.404","20.976","145.466","112.173"
"6","22","6","239","62","23.4","6.3","122.868","24.504","558.254","516.637"
"6","22","7","394","93","24.6","7.6","286.427","28.202","1382.721","1321.318"
"6","22","8","553","120","25.8","8.8","502.887","32.261","2450.719","2357.423"
"6","22","9","695","142","27","10.1","733.516","36.029","3540.559","3407.431"
"6","22","10","801","157","27.6","10.1","926.32","39.265","4409.353","4239.198"
"6","22","11","855","164","28","8.8","1030.607","42.373","4830.789","4640.989"
"6","22","12","848","163","28","6.3","1017.214","45.594","4689.277","4506.197"
"6","22","13","781","154","28.2","5.1","889.749","45.7","4097.051","3940.744"
"6","22","14","665","137","28.2","3.8","683.439","43.503","3173.289","3054.406"
"6","22","15","518","114","28.2","2.5","452.419","39.755","2116.504","2033.948"
"6","22","16","358","86","27.6","1.3","245.112","34.938","1132.591","1077.635"
"6","22","17","207","55","26.7","1.3","96.872","28.833","421.32","382.581"
"6","22","18","79","24","25.4","0","20.145","24.3","103.163","70.664"
"6","22","19","3","1","23.8","0","0.97","20.674","5.051","0"
"6","22","20","0","0","21.9","0","0","21.9","0","0"
"6","22","21","0","0","19.6","0","0","19.6","0","0"
"6","22","22","0","0","18.8","0","0","18.8","0","0"
"6","22","23","0","0","18.6","0","0","18.6","0","0"
"6","23","0","0","0","19","0","0","19","0","0"
"6","23","1","0","0","18.7","0","0","18.7","0","0"
"6","23","2","0","0","18.4","0","0","18.4","0","0"
"6","23","3","0","0","18","0","0","18","0","0"
"6","23","4","11","4","18.8","0","3.522","15.236","18.802","0"
"6","23","5","108","32","20.1","0","32.262","17.866","151.853","118.439"
"6","23","6","248","65","22","0","127.867","24.99","579.737","537.658"
"6","23","7","409","97","24.1","1.3","297.368","31.614","1411.98","1349.797"
"6","23","8","574","125","26.7","2.5","521.885","38.913","2460.845","2367.212"
"6","23","9","722","147","29.6","5.1","760.823","43.925","3528.569","3395.919"
"6","23","10","833","163","30.6","6.3","962.429","46.98","4403.161","4233.287"
"6","23","11","889","171","30.9","6.3","1071.606","49.358","4843.378","4652.975"
"6","23","12","882","170","30.4","6.3","1058.194","48.757","4797.905","4609.678"
"6","23","13","813","160","30.3","6.3","925.8","46.414","4247.238","4084.348"
"6","23","14","693","143","29.9","6.3","712.5","42.25","3329.636","3204.791"
"6","23","15","539","119","29.4","6.3","471.358","37.396","2231.554","2145.378"
"6","23","16","373","90","28.4","6.3","255.994","32.415","1197.914","1141.312"
"6","23","17","216","58","27.1","5.1","101.815","28.371","444.341","405.127"
"6","23","18","82","25","25.4","5.1","20.954","24.823","107.044","74.472"
"6","23","19","3","1","24.2","3.8","0.97","22.899","4.999","0"
"6","23","20","0","0","23.1","2.5","0","23.1","0","0"
"6","23","21","0","0","22","0","0","22","0","0"
"6","23","22","0","0","21.2","0","0","21.2","0","0"
"6","23","23","0","0","20.5","0","0","20.5","0","0"
"6","24","0","0","0","20","0","0","20","0","0"
"6","24","1","0","0","19.6","0","0","19.6","0","0"
"6","24","2","0","0","19.4","0","0","19.4","0","0"
"6","24","3","0","0","19.4","0","0","19.4","0","0"
"6","24","4","11","4","20.3","0","3.522","16.841","18.668","0"
